"REF_DATE","GEO","DGUID","North American Industry Classification System (NAICS)","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2009-09","Canada","2016A000011124","Agriculture [111-112, 1100, 1151-1152]","Standard error of year-over-year change","Hours","152","thousands","3","v101894482","1.3.4","648.3","","","","1"
"2009-09","Canada","2016A000011124","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Estimate","Hours","152","thousands","3","v4391511","1.4.1","12766.4","","","","1"
"2009-09","Canada","2016A000011124","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Standard error of estimate","Hours","152","thousands","3","v101894483","1.4.2","441.3","","","","1"
"2009-09","Canada","2016A000011124","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Standard error of month-to-month change","Hours","152","thousands","3","v101894484","1.4.3","332.4","","","","1"
"2009-09","Canada","2016A000011124","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Standard error of year-over-year change","Hours","152","thousands","3","v101894485","1.4.4","533.2","","","","1"
"2009-09","Canada","2016A000011124","Utilities [22]","Estimate","Hours","152","thousands","3","v4391513","1.5.1","5254.5","","","","1"
"2009-09","Canada","2016A000011124","Utilities [22]","Standard error of estimate","Hours","152","thousands","3","v101894486","1.5.2","254.0","","","","1"
"2009-09","Canada","2016A000011124","Utilities [22]","Standard error of month-to-month change","Hours","152","thousands","3","v101894487","1.5.3","175.0","","","","1"
"2009-09","Canada","2016A000011124","Utilities [22]","Standard error of year-over-year change","Hours","152","thousands","3","v101894488","1.5.4","288.4","","","","1"
"2009-09","Canada","2016A000011124","Construction [23]","Estimate","Hours","152","thousands","3","v4391515","1.6.1","44369.7","","","","1"
"2009-09","Canada","2016A000011124","Construction [23]","Standard error of estimate","Hours","152","thousands","3","v101894489","1.6.2","801.9","","","","1"
"2009-09","Canada","2016A000011124","Construction [23]","Standard error of month-to-month change","Hours","152","thousands","3","v101894490","1.6.3","563.1","","","","1"
"2009-09","Canada","2016A000011124","Construction [23]","Standard error of year-over-year change","Hours","152","thousands","3","v101894491","1.6.4","1011.4","","","","1"
"2009-09","Canada","2016A000011124","Manufacturing [31-33]","Estimate","Hours","152","thousands","3","v4391517","1.7.1","64291.3","","","","1"
"2009-09","Canada","2016A000011124","Manufacturing [31-33]","Standard error of estimate","Hours","152","thousands","3","v101894492","1.7.2","938.2","","","","1"
"2009-09","Canada","2016A000011124","Manufacturing [31-33]","Standard error of month-to-month change","Hours","152","thousands","3","v101894493","1.7.3","613.9","","","","1"
"2009-09","Canada","2016A000011124","Manufacturing [31-33]","Standard error of year-over-year change","Hours","152","thousands","3","v101894494","1.7.4","1134.1","","","","1"
"2009-09","Canada","2016A000011124","Services-producing sector","Estimate","Hours","152","thousands","3","v4391519","1.8.1","414147.3","","","","1"
"2009-09","Canada","2016A000011124","Services-producing sector","Standard error of estimate","Hours","152","thousands","3","v101894495","1.8.2","1939.3","","","","1"
"2009-09","Canada","2016A000011124","Services-producing sector","Standard error of month-to-month change","Hours","152","thousands","3","v101894496","1.8.3","1593.6","","","","1"
"2009-09","Canada","2016A000011124","Services-producing sector","Standard error of year-over-year change","Hours","152","thousands","3","v101894497","1.8.4","2448.5","","","","1"
"2009-09","Canada","2016A000011124","Wholesale and retail trade [41, 44-45]","Estimate","Hours","152","thousands","3","v4391521","1.9.1","82452.4","","","","1"
"2009-09","Canada","2016A000011124","Wholesale and retail trade [41, 44-45]","Standard error of estimate","Hours","152","thousands","3","v101894498","1.9.2","1064.0","","","","1"
"2009-09","Canada","2016A000011124","Wholesale and retail trade [41, 44-45]","Standard error of month-to-month change","Hours","152","thousands","3","v101894499","1.9.3","685.7","","","","1"
"2009-09","Canada","2016A000011124","Wholesale and retail trade [41, 44-45]","Standard error of year-over-year change","Hours","152","thousands","3","v101894500","1.9.4","1310.3","","","","1"
"2009-09","Canada","2016A000011124","Transportation and warehousing [48-49]","Estimate","Hours","152","thousands","3","v4391523","1.10.1","29442.2","","","","1"
"2009-09","Canada","2016A000011124","Transportation and warehousing [48-49]","Standard error of estimate","Hours","152","thousands","3","v101894501","1.10.2","647.6","","","","1"
"2009-09","Canada","2016A000011124","Transportation and warehousing [48-49]","Standard error of month-to-month change","Hours","152","thousands","3","v101894502","1.10.3","458.3","","","","1"
"2009-09","Canada","2016A000011124","Transportation and warehousing [48-49]","Standard error of year-over-year change","Hours","152","thousands","3","v101894503","1.10.4","799.8","","","","1"
"2009-09","Canada","2016A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Hours","152","thousands","3","v4391525","1.11.1","36463.5","","","","1"
"2009-09","Canada","2016A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Standard error of estimate","Hours","152","thousands","3","v101894504","1.11.2","748.3","","","","1"
"2009-09","Canada","2016A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Standard error of month-to-month change","Hours","152","thousands","3","v101894505","1.11.3","465.3","","","","1"
"2009-09","Canada","2016A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Standard error of year-over-year change","Hours","152","thousands","3","v101894506","1.11.4","834.1","","","","1"
"2009-09","Canada","2016A000011124","Professional, scientific and technical services [54]","Estimate","Hours","152","thousands","3","v4391527","1.12.1","39805.7","","","","1"
"2009-09","Canada","2016A000011124","Professional, scientific and technical services [54]","Standard error of estimate","Hours","152","thousands","3","v101894507","1.12.2","809.5","","","","1"
"2009-09","Canada","2016A000011124","Professional, scientific and technical services [54]","Standard error of month-to-month change","Hours","152","thousands","3","v101894508","1.12.3","532.6","","","","1"
"2009-09","Canada","2016A000011124","Professional, scientific and technical services [54]","Standard error of year-over-year change","Hours","152","thousands","3","v101894509","1.12.4","942.3","","","","1"
"2009-09","Canada","2016A000011124","Business, building and other support services [55-56]","Estimate","Hours","152","thousands","3","v4391529","1.13.1","21227.3","","","","1"
"2009-09","Canada","2016A000011124","Business, building and other support services [55-56]","Standard error of estimate","Hours","152","thousands","3","v101894510","1.13.2","579.5","","","","1"
"2009-09","Canada","2016A000011124","Business, building and other support services [55-56]","Standard error of month-to-month change","Hours","152","thousands","3","v101894511","1.13.3","424.4","","","","1"
"2009-09","Canada","2016A000011124","Business, building and other support services [55-56]","Standard error of year-over-year change","Hours","152","thousands","3","v101894512","1.13.4","786.4","","","","1"
"2009-09","Canada","2016A000011124","Educational services [61]","Estimate","Hours","152","thousands","3","v4391531","1.14.1","34050.0","","","","1"
"2009-09","Canada","2016A000011124","Educational services [61]","Standard error of estimate","Hours","152","thousands","3","v101894513","1.14.2","669.1","","","","1"
"2009-09","Canada","2016A000011124","Educational services [61]","Standard error of month-to-month change","Hours","152","thousands","3","v101894514","1.14.3","496.5","","","","1"
"2009-09","Canada","2016A000011124","Educational services [61]","Standard error of year-over-year change","Hours","152","thousands","3","v101894515","1.14.4","803.4","","","","1"
"2009-09","Canada","2016A000011124","Health care and social assistance [62]","Estimate","Hours","152","thousands","3","v4391533","1.15.1","60386.2","","","","1"
"2009-09","Canada","2016A000011124","Health care and social assistance [62]","Standard error of estimate","Hours","152","thousands","3","v101894516","1.15.2","773.6","","","","1"
"2009-09","Canada","2016A000011124","Health care and social assistance [62]","Standard error of month-to-month change","Hours","152","thousands","3","v101894517","1.15.3","574.4","","","","1"
"2009-09","Canada","2016A000011124","Health care and social assistance [62]","Standard error of year-over-year change","Hours","152","thousands","3","v101894518","1.15.4","955.4","","","","1"
"2009-09","Canada","2016A000011124","Information, culture and recreation [51, 71]","Estimate","Hours","152","thousands","3","v4391535","1.16.1","23240.6","","","","1"
"2009-09","Canada","2016A000011124","Information, culture and recreation [51, 71]","Standard error of estimate","Hours","152","thousands","3","v101894519","1.16.2","613.9","","","","1"
"2009-09","Canada","2016A000011124","Information, culture and recreation [51, 71]","Standard error of month-to-month change","Hours","152","thousands","3","v101894520","1.16.3","425.7","","","","1"
"2009-09","Canada","2016A000011124","Information, culture and recreation [51, 71]","Standard error of year-over-year change","Hours","152","thousands","3","v101894521","1.16.4","794.2","","","","1"
"2009-09","Canada","2016A000011124","Accommodation and food services [72]","Estimate","Hours","152","thousands","3","v4391537","1.17.1","30358.7","","","","1"
"2009-09","Canada","2016A000011124","Accommodation and food services [72]","Standard error of estimate","Hours","152","thousands","3","v101894522","1.17.2","702.8","","","","1"
"2009-09","Canada","2016A000011124","Accommodation and food services [72]","Standard error of month-to-month change","Hours","152","thousands","3","v101894523","1.17.3","467.5","","","","1"
"2009-09","Canada","2016A000011124","Accommodation and food services [72]","Standard error of year-over-year change","Hours","152","thousands","3","v101894524","1.17.4","887.1","","","","1"
"2009-09","Canada","2016A000011124","Other services (except public administration) [81]","Estimate","Hours","152","thousands","3","v4391539","1.18.1","25694.1","","","","1"
"2009-09","Canada","2016A000011124","Other services (except public administration) [81]","Standard error of estimate","Hours","152","thousands","3","v101894525","1.18.2","595.2","","","","1"
"2009-09","Canada","2016A000011124","Other services (except public administration) [81]","Standard error of month-to-month change","Hours","152","thousands","3","v101894526","1.18.3","391.8","","","","1"
"2009-09","Canada","2016A000011124","Other services (except public administration) [81]","Standard error of year-over-year change","Hours","152","thousands","3","v101894527","1.18.4","739.9","","","","1"
"2009-09","Canada","2016A000011124","Public administration [91]","Estimate","Hours","152","thousands","3","v4391541","1.19.1","31026.6","","","","1"
"2009-09","Canada","2016A000011124","Public administration [91]","Standard error of estimate","Hours","152","thousands","3","v101894528","1.19.2","557.4","","","","1"
"2009-09","Canada","2016A000011124","Public administration [91]","Standard error of month-to-month change","Hours","152","thousands","3","v101894529","1.19.3","404.0","","","","1"
"2009-09","Canada","2016A000011124","Public administration [91]","Standard error of year-over-year change","Hours","152","thousands","3","v101894530","1.19.4","672.9","","","","1"
"2009-10","Canada","2016A000011124","Total actual hours worked, all industries","Estimate","Hours","152","thousands","3","v4391505","1.1.1","554199.4","","","","1"
"2009-10","Canada","2016A000011124","Total actual hours worked, all industries","Standard error of estimate","Hours","152","thousands","3","v101894474","1.1.2","1998.6","","","","1"
"2009-10","Canada","2016A000011124","Total actual hours worked, all industries","Standard error of month-to-month change","Hours","152","thousands","3","v101894475","1.1.3","1829.3","","","","1"
"2009-10","Canada","2016A000011124","Total actual hours worked, all industries","Standard error of year-over-year change","Hours","152","thousands","3","v101894476","1.1.4","2588.6","","","","1"
"2009-10","Canada","2016A000011124","Goods-producing sector","Estimate","Hours","152","thousands","3","v4391507","1.2.1","139383.8","","","","1"
"2009-10","Canada","2016A000011124","Goods-producing sector","Standard error of estimate","Hours","152","thousands","3","v101894477","1.2.2","1307.5","","","","1"
"2009-10","Canada","2016A000011124","Goods-producing sector","Standard error of month-to-month change","Hours","152","thousands","3","v101894478","1.2.3","949.0","","","","1"
"2009-10","Canada","2016A000011124","Goods-producing sector","Standard error of year-over-year change","Hours","152","thousands","3","v101894479","1.2.4","1657.9","","","","1"
"2009-10","Canada","2016A000011124","Agriculture [111-112, 1100, 1151-1152]","Estimate","Hours","152","thousands","3","v4391509","1.3.1","13374.1","","","","1"
"2009-10","Canada","2016A000011124","Agriculture [111-112, 1100, 1151-1152]","Standard error of estimate","Hours","152","thousands","3","v101894480","1.3.2","568.7","","","","1"
"2009-10","Canada","2016A000011124","Agriculture [111-112, 1100, 1151-1152]","Standard error of month-to-month change","Hours","152","thousands","3","v101894481","1.3.3","345.9","","","","1"
"2009-10","Canada","2016A000011124","Agriculture [111-112, 1100, 1151-1152]","Standard error of year-over-year change","Hours","152","thousands","3","v101894482","1.3.4","648.3","","","","1"
"2009-10","Canada","2016A000011124","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Estimate","Hours","152","thousands","3","v4391511","1.4.1","12174.9","","","","1"
"2009-10","Canada","2016A000011124","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Standard error of estimate","Hours","152","thousands","3","v101894483","1.4.2","441.3","","","","1"
"2009-10","Canada","2016A000011124","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Standard error of month-to-month change","Hours","152","thousands","3","v101894484","1.4.3","332.4","","","","1"
"2009-10","Canada","2016A000011124","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Standard error of year-over-year change","Hours","152","thousands","3","v101894485","1.4.4","533.2","","","","1"
"2009-10","Canada","2016A000011124","Utilities [22]","Estimate","Hours","152","thousands","3","v4391513","1.5.1","5334.2","","","","1"
"2009-10","Canada","2016A000011124","Utilities [22]","Standard error of estimate","Hours","152","thousands","3","v101894486","1.5.2","254.0","","","","1"
"2009-10","Canada","2016A000011124","Utilities [22]","Standard error of month-to-month change","Hours","152","thousands","3","v101894487","1.5.3","175.0","","","","1"
"2009-10","Canada","2016A000011124","Utilities [22]","Standard error of year-over-year change","Hours","152","thousands","3","v101894488","1.5.4","288.4","","","","1"
"2009-10","Canada","2016A000011124","Construction [23]","Estimate","Hours","152","thousands","3","v4391515","1.6.1","44168.7","","","","1"
"2009-10","Canada","2016A000011124","Construction [23]","Standard error of estimate","Hours","152","thousands","3","v101894489","1.6.2","801.9","","","","1"
"2009-10","Canada","2016A000011124","Construction [23]","Standard error of month-to-month change","Hours","152","thousands","3","v101894490","1.6.3","563.1","","","","1"
"2009-10","Canada","2016A000011124","Construction [23]","Standard error of year-over-year change","Hours","152","thousands","3","v101894491","1.6.4","1011.4","","","","1"
"2009-10","Canada","2016A000011124","Manufacturing [31-33]","Estimate","Hours","152","thousands","3","v4391517","1.7.1","64331.9","","","","1"
"2009-10","Canada","2016A000011124","Manufacturing [31-33]","Standard error of estimate","Hours","152","thousands","3","v101894492","1.7.2","938.2","","","","1"
"2009-10","Canada","2016A000011124","Manufacturing [31-33]","Standard error of month-to-month change","Hours","152","thousands","3","v101894493","1.7.3","613.9","","","","1"
"2009-10","Canada","2016A000011124","Manufacturing [31-33]","Standard error of year-over-year change","Hours","152","thousands","3","v101894494","1.7.4","1134.1","","","","1"
"2009-10","Canada","2016A000011124","Services-producing sector","Estimate","Hours","152","thousands","3","v4391519","1.8.1","414815.7","","","","1"
"2009-10","Canada","2016A000011124","Services-producing sector","Standard error of estimate","Hours","152","thousands","3","v101894495","1.8.2","1939.3","","","","1"
"2009-10","Canada","2016A000011124","Services-producing sector","Standard error of month-to-month change","Hours","152","thousands","3","v101894496","1.8.3","1593.6","","","","1"
"2009-10","Canada","2016A000011124","Services-producing sector","Standard error of year-over-year change","Hours","152","thousands","3","v101894497","1.8.4","2448.5","","","","1"
"2009-10","Canada","2016A000011124","Wholesale and retail trade [41, 44-45]","Estimate","Hours","152","thousands","3","v4391521","1.9.1","83148.3","","","","1"
"2009-10","Canada","2016A000011124","Wholesale and retail trade [41, 44-45]","Standard error of estimate","Hours","152","thousands","3","v101894498","1.9.2","1064.0","","","","1"
"2009-10","Canada","2016A000011124","Wholesale and retail trade [41, 44-45]","Standard error of month-to-month change","Hours","152","thousands","3","v101894499","1.9.3","685.7","","","","1"
"2009-10","Canada","2016A000011124","Wholesale and retail trade [41, 44-45]","Standard error of year-over-year change","Hours","152","thousands","3","v101894500","1.9.4","1310.3","","","","1"
"2009-10","Canada","2016A000011124","Transportation and warehousing [48-49]","Estimate","Hours","152","thousands","3","v4391523","1.10.1","30020.3","","","","1"
"2009-10","Canada","2016A000011124","Transportation and warehousing [48-49]","Standard error of estimate","Hours","152","thousands","3","v101894501","1.10.2","647.6","","","","1"
"2009-10","Canada","2016A000011124","Transportation and warehousing [48-49]","Standard error of month-to-month change","Hours","152","thousands","3","v101894502","1.10.3","458.3","","","","1"
"2009-10","Canada","2016A000011124","Transportation and warehousing [48-49]","Standard error of year-over-year change","Hours","152","thousands","3","v101894503","1.10.4","799.8","","","","1"
"2009-10","Canada","2016A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Hours","152","thousands","3","v4391525","1.11.1","36485.0","","","","1"
"2009-10","Canada","2016A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Standard error of estimate","Hours","152","thousands","3","v101894504","1.11.2","748.3","","","","1"
"2009-10","Canada","2016A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Standard error of month-to-month change","Hours","152","thousands","3","v101894505","1.11.3","465.3","","","","1"
"2009-10","Canada","2016A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Standard error of year-over-year change","Hours","152","thousands","3","v101894506","1.11.4","834.1","","","","1"
"2009-10","Canada","2016A000011124","Professional, scientific and technical services [54]","Estimate","Hours","152","thousands","3","v4391527","1.12.1","39785.3","","","","1"
"2009-10","Canada","2016A000011124","Professional, scientific and technical services [54]","Standard error of estimate","Hours","152","thousands","3","v101894507","1.12.2","809.5","","","","1"
"2009-10","Canada","2016A000011124","Professional, scientific and technical services [54]","Standard error of month-to-month change","Hours","152","thousands","3","v101894508","1.12.3","532.6","","","","1"
"2009-10","Canada","2016A000011124","Professional, scientific and technical services [54]","Standard error of year-over-year change","Hours","152","thousands","3","v101894509","1.12.4","942.3","","","","1"
"2009-10","Canada","2016A000011124","Business, building and other support services [55-56]","Estimate","Hours","152","thousands","3","v4391529","1.13.1","21158.7","","","","1"
"2009-10","Canada","2016A000011124","Business, building and other support services [55-56]","Standard error of estimate","Hours","152","thousands","3","v101894510","1.13.2","579.5","","","","1"
"2009-10","Canada","2016A000011124","Business, building and other support services [55-56]","Standard error of month-to-month change","Hours","152","thousands","3","v101894511","1.13.3","424.4","","","","1"
"2009-10","Canada","2016A000011124","Business, building and other support services [55-56]","Standard error of year-over-year change","Hours","152","thousands","3","v101894512","1.13.4","786.4","","","","1"
"2009-10","Canada","2016A000011124","Educational services [61]","Estimate","Hours","152","thousands","3","v4391531","1.14.1","33520.1","","","","1"
"2009-10","Canada","2016A000011124","Educational services [61]","Standard error of estimate","Hours","152","thousands","3","v101894513","1.14.2","669.1","","","","1"
"2009-10","Canada","2016A000011124","Educational services [61]","Standard error of month-to-month change","Hours","152","thousands","3","v101894514","1.14.3","496.5","","","","1"
"2009-10","Canada","2016A000011124","Educational services [61]","Standard error of year-over-year change","Hours","152","thousands","3","v101894515","1.14.4","803.4","","","","1"
"2009-10","Canada","2016A000011124","Health care and social assistance [62]","Estimate","Hours","152","thousands","3","v4391533","1.15.1","59646.3","","","","1"
"2009-10","Canada","2016A000011124","Health care and social assistance [62]","Standard error of estimate","Hours","152","thousands","3","v101894516","1.15.2","773.6","","","","1"
"2009-10","Canada","2016A000011124","Health care and social assistance [62]","Standard error of month-to-month change","Hours","152","thousands","3","v101894517","1.15.3","574.4","","","","1"
"2009-10","Canada","2016A000011124","Health care and social assistance [62]","Standard error of year-over-year change","Hours","152","thousands","3","v101894518","1.15.4","955.4","","","","1"
"2009-10","Canada","2016A000011124","Information, culture and recreation [51, 71]","Estimate","Hours","152","thousands","3","v4391535","1.16.1","23535.8","","","","1"
"2009-10","Canada","2016A000011124","Information, culture and recreation [51, 71]","Standard error of estimate","Hours","152","thousands","3","v101894519","1.16.2","613.9","","","","1"
"2009-10","Canada","2016A000011124","Information, culture and recreation [51, 71]","Standard error of month-to-month change","Hours","152","thousands","3","v101894520","1.16.3","425.7","","","","1"
"2009-10","Canada","2016A000011124","Information, culture and recreation [51, 71]","Standard error of year-over-year change","Hours","152","thousands","3","v101894521","1.16.4","794.2","","","","1"
"2009-10","Canada","2016A000011124","Accommodation and food services [72]","Estimate","Hours","152","thousands","3","v4391537","1.17.1","30689.5","","","","1"
"2009-10","Canada","2016A000011124","Accommodation and food services [72]","Standard error of estimate","Hours","152","thousands","3","v101894522","1.17.2","702.8","","","","1"
"2009-10","Canada","2016A000011124","Accommodation and food services [72]","Standard error of month-to-month change","Hours","152","thousands","3","v101894523","1.17.3","467.5","","","","1"
"2009-10","Canada","2016A000011124","Accommodation and food services [72]","Standard error of year-over-year change","Hours","152","thousands","3","v101894524","1.17.4","887.1","","","","1"
"2009-10","Canada","2016A000011124","Other services (except public administration) [81]","Estimate","Hours","152","thousands","3","v4391539","1.18.1","25745.3","","","","1"
"2009-10","Canada","2016A000011124","Other services (except public administration) [81]","Standard error of estimate","Hours","152","thousands","3","v101894525","1.18.2","595.2","","","","1"
"2009-10","Canada","2016A000011124","Other services (except public administration) [81]","Standard error of month-to-month change","Hours","152","thousands","3","v101894526","1.18.3","391.8","","","","1"
"2009-10","Canada","2016A000011124","Other services (except public administration) [81]","Standard error of year-over-year change","Hours","152","thousands","3","v101894527","1.18.4","739.9","","","","1"
"2009-10","Canada","2016A000011124","Public administration [91]","Estimate","Hours","152","thousands","3","v4391541","1.19.1","31080.9","","","","1"
"2009-10","Canada","2016A000011124","Public administration [91]","Standard error of estimate","Hours","152","thousands","3","v101894528","1.19.2","557.4","","","","1"
"2009-10","Canada","2016A000011124","Public administration [91]","Standard error of month-to-month change","Hours","152","thousands","3","v101894529","1.19.3","404.0","","","","1"
"2009-10","Canada","2016A000011124","Public administration [91]","Standard error of year-over-year change","Hours","152","thousands","3","v101894530","1.19.4","672.9","","","","1"
"2009-11","Canada","2016A000011124","Total actual hours worked, all industries","Estimate","Hours","152","thousands","3","v4391505","1.1.1","554346.4","","","","1"
"2009-11","Canada","2016A000011124","Total actual hours worked, all industries","Standard error of estimate","Hours","152","thousands","3","v101894474","1.1.2","1998.6","","","","1"
"2009-11","Canada","2016A000011124","Total actual hours worked, all industries","Standard error of month-to-month change","Hours","152","thousands","3","v101894475","1.1.3","1829.3","","","","1"
"2009-11","Canada","2016A000011124","Total actual hours worked, all industries","Standard error of year-over-year change","Hours","152","thousands","3","v101894476","1.1.4","2588.6","","","","1"
"2009-11","Canada","2016A000011124","Goods-producing sector","Estimate","Hours","152","thousands","3","v4391507","1.2.1","141024.7","","","","1"
"2009-11","Canada","2016A000011124","Goods-producing sector","Standard error of estimate","Hours","152","thousands","3","v101894477","1.2.2","1307.5","","","","1"
"2009-11","Canada","2016A000011124","Goods-producing sector","Standard error of month-to-month change","Hours","152","thousands","3","v101894478","1.2.3","949.0","","","","1"
"2009-11","Canada","2016A000011124","Goods-producing sector","Standard error of year-over-year change","Hours","152","thousands","3","v101894479","1.2.4","1657.9","","","","1"
"2009-11","Canada","2016A000011124","Agriculture [111-112, 1100, 1151-1152]","Estimate","Hours","152","thousands","3","v4391509","1.3.1","14247.9","","","","1"
"2009-11","Canada","2016A000011124","Agriculture [111-112, 1100, 1151-1152]","Standard error of estimate","Hours","152","thousands","3","v101894480","1.3.2","568.7","","","","1"
"2009-11","Canada","2016A000011124","Agriculture [111-112, 1100, 1151-1152]","Standard error of month-to-month change","Hours","152","thousands","3","v101894481","1.3.3","345.9","","","","1"
"2009-11","Canada","2016A000011124","Agriculture [111-112, 1100, 1151-1152]","Standard error of year-over-year change","Hours","152","thousands","3","v101894482","1.3.4","648.3","","","","1"
"2009-11","Canada","2016A000011124","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Estimate","Hours","152","thousands","3","v4391511","1.4.1","12490.6","","","","1"
"2009-11","Canada","2016A000011124","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Standard error of estimate","Hours","152","thousands","3","v101894483","1.4.2","441.3","","","","1"
"2009-11","Canada","2016A000011124","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Standard error of month-to-month change","Hours","152","thousands","3","v101894484","1.4.3","332.4","","","","1"
"2009-11","Canada","2016A000011124","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Standard error of year-over-year change","Hours","152","thousands","3","v101894485","1.4.4","533.2","","","","1"
"2009-11","Canada","2016A000011124","Utilities [22]","Estimate","Hours","152","thousands","3","v4391513","1.5.1","5222.0","","","","1"
"2009-11","Canada","2016A000011124","Utilities [22]","Standard error of estimate","Hours","152","thousands","3","v101894486","1.5.2","254.0","","","","1"
"2009-11","Canada","2016A000011124","Utilities [22]","Standard error of month-to-month change","Hours","152","thousands","3","v101894487","1.5.3","175.0","","","","1"
"2009-11","Canada","2016A000011124","Utilities [22]","Standard error of year-over-year change","Hours","152","thousands","3","v101894488","1.5.4","288.4","","","","1"
"2009-11","Canada","2016A000011124","Construction [23]","Estimate","Hours","152","thousands","3","v4391515","1.6.1","44414.6","","","","1"
"2009-11","Canada","2016A000011124","Construction [23]","Standard error of estimate","Hours","152","thousands","3","v101894489","1.6.2","801.9","","","","1"
"2009-11","Canada","2016A000011124","Construction [23]","Standard error of month-to-month change","Hours","152","thousands","3","v101894490","1.6.3","563.1","","","","1"
"2009-11","Canada","2016A000011124","Construction [23]","Standard error of year-over-year change","Hours","152","thousands","3","v101894491","1.6.4","1011.4","","","","1"
"2009-11","Canada","2016A000011124","Manufacturing [31-33]","Estimate","Hours","152","thousands","3","v4391517","1.7.1","64649.7","","","","1"
"2009-11","Canada","2016A000011124","Manufacturing [31-33]","Standard error of estimate","Hours","152","thousands","3","v101894492","1.7.2","938.2","","","","1"
"2009-11","Canada","2016A000011124","Manufacturing [31-33]","Standard error of month-to-month change","Hours","152","thousands","3","v101894493","1.7.3","613.9","","","","1"
"2009-11","Canada","2016A000011124","Manufacturing [31-33]","Standard error of year-over-year change","Hours","152","thousands","3","v101894494","1.7.4","1134.1","","","","1"
"2009-11","Canada","2016A000011124","Services-producing sector","Estimate","Hours","152","thousands","3","v4391519","1.8.1","413321.7","","","","1"
"2009-11","Canada","2016A000011124","Services-producing sector","Standard error of estimate","Hours","152","thousands","3","v101894495","1.8.2","1939.3","","","","1"
"2009-11","Canada","2016A000011124","Services-producing sector","Standard error of month-to-month change","Hours","152","thousands","3","v101894496","1.8.3","1593.6","","","","1"
"2009-11","Canada","2016A000011124","Services-producing sector","Standard error of year-over-year change","Hours","152","thousands","3","v101894497","1.8.4","2448.5","","","","1"
"2009-11","Canada","2016A000011124","Wholesale and retail trade [41, 44-45]","Estimate","Hours","152","thousands","3","v4391521","1.9.1","83368.3","","","","1"
"2009-11","Canada","2016A000011124","Wholesale and retail trade [41, 44-45]","Standard error of estimate","Hours","152","thousands","3","v101894498","1.9.2","1064.0","","","","1"
"2009-11","Canada","2016A000011124","Wholesale and retail trade [41, 44-45]","Standard error of month-to-month change","Hours","152","thousands","3","v101894499","1.9.3","685.7","","","","1"
"2009-11","Canada","2016A000011124","Wholesale and retail trade [41, 44-45]","Standard error of year-over-year change","Hours","152","thousands","3","v101894500","1.9.4","1310.3","","","","1"
"2009-11","Canada","2016A000011124","Transportation and warehousing [48-49]","Estimate","Hours","152","thousands","3","v4391523","1.10.1","29882.9","","","","1"
"2009-11","Canada","2016A000011124","Transportation and warehousing [48-49]","Standard error of estimate","Hours","152","thousands","3","v101894501","1.10.2","647.6","","","","1"
"2009-11","Canada","2016A000011124","Transportation and warehousing [48-49]","Standard error of month-to-month change","Hours","152","thousands","3","v101894502","1.10.3","458.3","","","","1"
"2009-11","Canada","2016A000011124","Transportation and warehousing [48-49]","Standard error of year-over-year change","Hours","152","thousands","3","v101894503","1.10.4","799.8","","","","1"
"2009-11","Canada","2016A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Hours","152","thousands","3","v4391525","1.11.1","35401.7","","","","1"
"2009-11","Canada","2016A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Standard error of estimate","Hours","152","thousands","3","v101894504","1.11.2","748.3","","","","1"
"2009-11","Canada","2016A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Standard error of month-to-month change","Hours","152","thousands","3","v101894505","1.11.3","465.3","","","","1"
"2009-11","Canada","2016A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Standard error of year-over-year change","Hours","152","thousands","3","v101894506","1.11.4","834.1","","","","1"
