"REF_DATE","GEO","DGUID","North American Industry Classification System (NAICS)","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2002-05","Canada","2016A000011124","Wholesale and retail trade [41, 44-45]","Estimate","Hours","152","thousands","3","v4391521","1.9.1","78730.0","","","","1"
"2002-05","Canada","2016A000011124","Wholesale and retail trade [41, 44-45]","Standard error of estimate","Hours","152","thousands","3","v101894498","1.9.2","980.0","","","","1"
"2002-05","Canada","2016A000011124","Wholesale and retail trade [41, 44-45]","Standard error of month-to-month change","Hours","152","thousands","3","v101894499","1.9.3","692.9","","","","1"
"2002-05","Canada","2016A000011124","Wholesale and retail trade [41, 44-45]","Standard error of year-over-year change","Hours","152","thousands","3","v101894500","1.9.4","1202.9","","","","1"
"2002-05","Canada","2016A000011124","Transportation and warehousing [48-49]","Estimate","Hours","152","thousands","3","v4391523","1.10.1","28461.6","","","","1"
"2002-05","Canada","2016A000011124","Transportation and warehousing [48-49]","Standard error of estimate","Hours","152","thousands","3","v101894501","1.10.2","631.2","","","","1"
"2002-05","Canada","2016A000011124","Transportation and warehousing [48-49]","Standard error of month-to-month change","Hours","152","thousands","3","v101894502","1.10.3","479.8","","","","1"
"2002-05","Canada","2016A000011124","Transportation and warehousing [48-49]","Standard error of year-over-year change","Hours","152","thousands","3","v101894503","1.10.4","796.8","","","","1"
"2002-05","Canada","2016A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Hours","152","thousands","3","v4391525","1.11.1","30034.4","","","","1"
"2002-05","Canada","2016A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Standard error of estimate","Hours","152","thousands","3","v101894504","1.11.2","641.9","","","","1"
"2002-05","Canada","2016A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Standard error of month-to-month change","Hours","152","thousands","3","v101894505","1.11.3","442.6","","","","1"
"2002-05","Canada","2016A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Standard error of year-over-year change","Hours","152","thousands","3","v101894506","1.11.4","766.6","","","","1"
"2002-05","Canada","2016A000011124","Professional, scientific and technical services [54]","Estimate","Hours","152","thousands","3","v4391527","1.12.1","35562.1","","","","1"
"2002-05","Canada","2016A000011124","Professional, scientific and technical services [54]","Standard error of estimate","Hours","152","thousands","3","v101894507","1.12.2","755.2","","","","1"
"2002-05","Canada","2016A000011124","Professional, scientific and technical services [54]","Standard error of month-to-month change","Hours","152","thousands","3","v101894508","1.12.3","544.3","","","","1"
"2002-05","Canada","2016A000011124","Professional, scientific and technical services [54]","Standard error of year-over-year change","Hours","152","thousands","3","v101894509","1.12.4","929.1","","","","1"
"2002-05","Canada","2016A000011124","Business, building and other support services [55-56]","Estimate","Hours","152","thousands","3","v4391529","1.13.1","18244.1","","","","1"
"2002-05","Canada","2016A000011124","Business, building and other support services [55-56]","Standard error of estimate","Hours","152","thousands","3","v101894510","1.13.2","472.1","","","","1"
"2002-05","Canada","2016A000011124","Business, building and other support services [55-56]","Standard error of month-to-month change","Hours","152","thousands","3","v101894511","1.13.3","374.5","","","","1"
"2002-05","Canada","2016A000011124","Business, building and other support services [55-56]","Standard error of year-over-year change","Hours","152","thousands","3","v101894512","1.13.4","673.5","","","","1"
"2002-05","Canada","2016A000011124","Educational services [61]","Estimate","Hours","152","thousands","3","v4391531","1.14.1","30059.1","","","","1"
"2002-05","Canada","2016A000011124","Educational services [61]","Standard error of estimate","Hours","152","thousands","3","v101894513","1.14.2","574.1","","","","1"
"2002-05","Canada","2016A000011124","Educational services [61]","Standard error of month-to-month change","Hours","152","thousands","3","v101894514","1.14.3","466.0","","","","1"
"2002-05","Canada","2016A000011124","Educational services [61]","Standard error of year-over-year change","Hours","152","thousands","3","v101894515","1.14.4","725.1","","","","1"
"2002-05","Canada","2016A000011124","Health care and social assistance [62]","Estimate","Hours","152","thousands","3","v4391533","1.15.1","48910.5","","","","1"
"2002-05","Canada","2016A000011124","Health care and social assistance [62]","Standard error of estimate","Hours","152","thousands","3","v101894516","1.15.2","722.2","","","","1"
"2002-05","Canada","2016A000011124","Health care and social assistance [62]","Standard error of month-to-month change","Hours","152","thousands","3","v101894517","1.15.3","547.8","","","","1"
"2002-05","Canada","2016A000011124","Health care and social assistance [62]","Standard error of year-over-year change","Hours","152","thousands","3","v101894518","1.15.4","892.9","","","","1"
"2002-05","Canada","2016A000011124","Information, culture and recreation [51, 71]","Estimate","Hours","152","thousands","3","v4391535","1.16.1","22510.5","","","","1"
"2002-05","Canada","2016A000011124","Information, culture and recreation [51, 71]","Standard error of estimate","Hours","152","thousands","3","v101894519","1.16.2","584.3","","","","1"
"2002-05","Canada","2016A000011124","Information, culture and recreation [51, 71]","Standard error of month-to-month change","Hours","152","thousands","3","v101894520","1.16.3","432.8","","","","1"
"2002-05","Canada","2016A000011124","Information, culture and recreation [51, 71]","Standard error of year-over-year change","Hours","152","thousands","3","v101894521","1.16.4","752.4","","","","1"
"2002-05","Canada","2016A000011124","Accommodation and food services [72]","Estimate","Hours","152","thousands","3","v4391537","1.17.1","28377.9","","","","1"
"2002-05","Canada","2016A000011124","Accommodation and food services [72]","Standard error of estimate","Hours","152","thousands","3","v101894522","1.17.2","624.9","","","","1"
"2002-05","Canada","2016A000011124","Accommodation and food services [72]","Standard error of month-to-month change","Hours","152","thousands","3","v101894523","1.17.3","454.0","","","","1"
"2002-05","Canada","2016A000011124","Accommodation and food services [72]","Standard error of year-over-year change","Hours","152","thousands","3","v101894524","1.17.4","825.1","","","","1"
"2002-05","Canada","2016A000011124","Other services (except public administration) [81]","Estimate","Hours","152","thousands","3","v4391539","1.18.1","22983.9","","","","1"
"2002-05","Canada","2016A000011124","Other services (except public administration) [81]","Standard error of estimate","Hours","152","thousands","3","v101894525","1.18.2","543.9","","","","1"
"2002-05","Canada","2016A000011124","Other services (except public administration) [81]","Standard error of month-to-month change","Hours","152","thousands","3","v101894526","1.18.3","398.0","","","","1"
"2002-05","Canada","2016A000011124","Other services (except public administration) [81]","Standard error of year-over-year change","Hours","152","thousands","3","v101894527","1.18.4","715.8","","","","1"
"2002-05","Canada","2016A000011124","Public administration [91]","Estimate","Hours","152","thousands","3","v4391541","1.19.1","27452.8","","","","1"
"2002-05","Canada","2016A000011124","Public administration [91]","Standard error of estimate","Hours","152","thousands","3","v101894528","1.19.2","524.8","","","","1"
"2002-05","Canada","2016A000011124","Public administration [91]","Standard error of month-to-month change","Hours","152","thousands","3","v101894529","1.19.3","385.9","","","","1"
"2002-05","Canada","2016A000011124","Public administration [91]","Standard error of year-over-year change","Hours","152","thousands","3","v101894530","1.19.4","631.9","","","","1"
"2002-06","Canada","2016A000011124","Total actual hours worked, all industries","Estimate","Hours","152","thousands","3","v4391505","1.1.1","522727.3","","","","1"
"2002-06","Canada","2016A000011124","Total actual hours worked, all industries","Standard error of estimate","Hours","152","thousands","3","v101894474","1.1.2","1821.3","","","","1"
"2002-06","Canada","2016A000011124","Total actual hours worked, all industries","Standard error of month-to-month change","Hours","152","thousands","3","v101894475","1.1.3","1700.0","","","","1"
"2002-06","Canada","2016A000011124","Total actual hours worked, all industries","Standard error of year-over-year change","Hours","152","thousands","3","v101894476","1.1.4","2461.8","","","","1"
"2002-06","Canada","2016A000011124","Goods-producing sector","Estimate","Hours","152","thousands","3","v4391507","1.2.1","149368.3","","","","1"
"2002-06","Canada","2016A000011124","Goods-producing sector","Standard error of estimate","Hours","152","thousands","3","v101894477","1.2.2","1310.6","","","","1"
"2002-06","Canada","2016A000011124","Goods-producing sector","Standard error of month-to-month change","Hours","152","thousands","3","v101894478","1.2.3","965.1","","","","1"
"2002-06","Canada","2016A000011124","Goods-producing sector","Standard error of year-over-year change","Hours","152","thousands","3","v101894479","1.2.4","1584.4","","","","1"
"2002-06","Canada","2016A000011124","Agriculture [111-112, 1100, 1151-1152]","Estimate","Hours","152","thousands","3","v4391509","1.3.1","13286.5","","","","1"
"2002-06","Canada","2016A000011124","Agriculture [111-112, 1100, 1151-1152]","Standard error of estimate","Hours","152","thousands","3","v101894480","1.3.2","535.0","","","","1"
"2002-06","Canada","2016A000011124","Agriculture [111-112, 1100, 1151-1152]","Standard error of month-to-month change","Hours","152","thousands","3","v101894481","1.3.3","307.1","","","","1"
"2002-06","Canada","2016A000011124","Agriculture [111-112, 1100, 1151-1152]","Standard error of year-over-year change","Hours","152","thousands","3","v101894482","1.3.4","548.4","","","","1"
"2002-06","Canada","2016A000011124","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Estimate","Hours","152","thousands","3","v4391511","1.4.1","10690.4","","","","1"
"2002-06","Canada","2016A000011124","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Standard error of estimate","Hours","152","thousands","3","v101894483","1.4.2","422.4","","","","1"
"2002-06","Canada","2016A000011124","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Standard error of month-to-month change","Hours","152","thousands","3","v101894484","1.4.3","301.3","","","","1"
"2002-06","Canada","2016A000011124","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Standard error of year-over-year change","Hours","152","thousands","3","v101894485","1.4.4","460.3","","","","1"
"2002-06","Canada","2016A000011124","Utilities [22]","Estimate","Hours","152","thousands","3","v4391513","1.5.1","4980.9","","","","1"
"2002-06","Canada","2016A000011124","Utilities [22]","Standard error of estimate","Hours","152","thousands","3","v101894486","1.5.2","220.9","","","","1"
"2002-06","Canada","2016A000011124","Utilities [22]","Standard error of month-to-month change","Hours","152","thousands","3","v101894487","1.5.3","147.1","","","","1"
"2002-06","Canada","2016A000011124","Utilities [22]","Standard error of year-over-year change","Hours","152","thousands","3","v101894488","1.5.4","252.6","","","","1"
"2002-06","Canada","2016A000011124","Construction [23]","Estimate","Hours","152","thousands","3","v4391515","1.6.1","32759.3","","","","1"
"2002-06","Canada","2016A000011124","Construction [23]","Standard error of estimate","Hours","152","thousands","3","v101894489","1.6.2","632.4","","","","1"
"2002-06","Canada","2016A000011124","Construction [23]","Standard error of month-to-month change","Hours","152","thousands","3","v101894490","1.6.3","491.0","","","","1"
"2002-06","Canada","2016A000011124","Construction [23]","Standard error of year-over-year change","Hours","152","thousands","3","v101894491","1.6.4","835.9","","","","1"
"2002-06","Canada","2016A000011124","Manufacturing [31-33]","Estimate","Hours","152","thousands","3","v4391517","1.7.1","87651.2","","","","1"
"2002-06","Canada","2016A000011124","Manufacturing [31-33]","Standard error of estimate","Hours","152","thousands","3","v101894492","1.7.2","1052.7","","","","1"
"2002-06","Canada","2016A000011124","Manufacturing [31-33]","Standard error of month-to-month change","Hours","152","thousands","3","v101894493","1.7.3","713.1","","","","1"
"2002-06","Canada","2016A000011124","Manufacturing [31-33]","Standard error of year-over-year change","Hours","152","thousands","3","v101894494","1.7.4","1206.7","","","","1"
"2002-06","Canada","2016A000011124","Services-producing sector","Estimate","Hours","152","thousands","3","v4391519","1.8.1","373359.0","","","","1"
"2002-06","Canada","2016A000011124","Services-producing sector","Standard error of estimate","Hours","152","thousands","3","v101894495","1.8.2","1786.2","","","","1"
"2002-06","Canada","2016A000011124","Services-producing sector","Standard error of month-to-month change","Hours","152","thousands","3","v101894496","1.8.3","1496.5","","","","1"
"2002-06","Canada","2016A000011124","Services-producing sector","Standard error of year-over-year change","Hours","152","thousands","3","v101894497","1.8.4","2278.9","","","","1"
"2002-06","Canada","2016A000011124","Wholesale and retail trade [41, 44-45]","Estimate","Hours","152","thousands","3","v4391521","1.9.1","78643.3","","","","1"
"2002-06","Canada","2016A000011124","Wholesale and retail trade [41, 44-45]","Standard error of estimate","Hours","152","thousands","3","v101894498","1.9.2","980.0","","","","1"
"2002-06","Canada","2016A000011124","Wholesale and retail trade [41, 44-45]","Standard error of month-to-month change","Hours","152","thousands","3","v101894499","1.9.3","692.9","","","","1"
"2002-06","Canada","2016A000011124","Wholesale and retail trade [41, 44-45]","Standard error of year-over-year change","Hours","152","thousands","3","v101894500","1.9.4","1202.9","","","","1"
"2002-06","Canada","2016A000011124","Transportation and warehousing [48-49]","Estimate","Hours","152","thousands","3","v4391523","1.10.1","28733.8","","","","1"
"2002-06","Canada","2016A000011124","Transportation and warehousing [48-49]","Standard error of estimate","Hours","152","thousands","3","v101894501","1.10.2","631.2","","","","1"
"2002-06","Canada","2016A000011124","Transportation and warehousing [48-49]","Standard error of month-to-month change","Hours","152","thousands","3","v101894502","1.10.3","479.8","","","","1"
"2002-06","Canada","2016A000011124","Transportation and warehousing [48-49]","Standard error of year-over-year change","Hours","152","thousands","3","v101894503","1.10.4","796.8","","","","1"
"2002-06","Canada","2016A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Hours","152","thousands","3","v4391525","1.11.1","30930.0","","","","1"
"2002-06","Canada","2016A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Standard error of estimate","Hours","152","thousands","3","v101894504","1.11.2","641.9","","","","1"
"2002-06","Canada","2016A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Standard error of month-to-month change","Hours","152","thousands","3","v101894505","1.11.3","442.6","","","","1"
"2002-06","Canada","2016A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Standard error of year-over-year change","Hours","152","thousands","3","v101894506","1.11.4","766.6","","","","1"
"2002-06","Canada","2016A000011124","Professional, scientific and technical services [54]","Estimate","Hours","152","thousands","3","v4391527","1.12.1","35813.8","","","","1"
"2002-06","Canada","2016A000011124","Professional, scientific and technical services [54]","Standard error of estimate","Hours","152","thousands","3","v101894507","1.12.2","755.2","","","","1"
"2002-06","Canada","2016A000011124","Professional, scientific and technical services [54]","Standard error of month-to-month change","Hours","152","thousands","3","v101894508","1.12.3","544.3","","","","1"
"2002-06","Canada","2016A000011124","Professional, scientific and technical services [54]","Standard error of year-over-year change","Hours","152","thousands","3","v101894509","1.12.4","929.1","","","","1"
"2002-06","Canada","2016A000011124","Business, building and other support services [55-56]","Estimate","Hours","152","thousands","3","v4391529","1.13.1","18573.1","","","","1"
"2002-06","Canada","2016A000011124","Business, building and other support services [55-56]","Standard error of estimate","Hours","152","thousands","3","v101894510","1.13.2","472.1","","","","1"
"2002-06","Canada","2016A000011124","Business, building and other support services [55-56]","Standard error of month-to-month change","Hours","152","thousands","3","v101894511","1.13.3","374.5","","","","1"
"2002-06","Canada","2016A000011124","Business, building and other support services [55-56]","Standard error of year-over-year change","Hours","152","thousands","3","v101894512","1.13.4","673.5","","","","1"
"2002-06","Canada","2016A000011124","Educational services [61]","Estimate","Hours","152","thousands","3","v4391531","1.14.1","30719.5","","","","1"
"2002-06","Canada","2016A000011124","Educational services [61]","Standard error of estimate","Hours","152","thousands","3","v101894513","1.14.2","574.1","","","","1"
"2002-06","Canada","2016A000011124","Educational services [61]","Standard error of month-to-month change","Hours","152","thousands","3","v101894514","1.14.3","466.0","","","","1"
"2002-06","Canada","2016A000011124","Educational services [61]","Standard error of year-over-year change","Hours","152","thousands","3","v101894515","1.14.4","725.1","","","","1"
"2002-06","Canada","2016A000011124","Health care and social assistance [62]","Estimate","Hours","152","thousands","3","v4391533","1.15.1","48653.2","","","","1"
"2002-06","Canada","2016A000011124","Health care and social assistance [62]","Standard error of estimate","Hours","152","thousands","3","v101894516","1.15.2","722.2","","","","1"
"2002-06","Canada","2016A000011124","Health care and social assistance [62]","Standard error of month-to-month change","Hours","152","thousands","3","v101894517","1.15.3","547.8","","","","1"
"2002-06","Canada","2016A000011124","Health care and social assistance [62]","Standard error of year-over-year change","Hours","152","thousands","3","v101894518","1.15.4","892.9","","","","1"
"2002-06","Canada","2016A000011124","Information, culture and recreation [51, 71]","Estimate","Hours","152","thousands","3","v4391535","1.16.1","22432.5","","","","1"
"2002-06","Canada","2016A000011124","Information, culture and recreation [51, 71]","Standard error of estimate","Hours","152","thousands","3","v101894519","1.16.2","584.3","","","","1"
"2002-06","Canada","2016A000011124","Information, culture and recreation [51, 71]","Standard error of month-to-month change","Hours","152","thousands","3","v101894520","1.16.3","432.8","","","","1"
"2002-06","Canada","2016A000011124","Information, culture and recreation [51, 71]","Standard error of year-over-year change","Hours","152","thousands","3","v101894521","1.16.4","752.4","","","","1"
"2002-06","Canada","2016A000011124","Accommodation and food services [72]","Estimate","Hours","152","thousands","3","v4391537","1.17.1","28650.5","","","","1"
"2002-06","Canada","2016A000011124","Accommodation and food services [72]","Standard error of estimate","Hours","152","thousands","3","v101894522","1.17.2","624.9","","","","1"
"2002-06","Canada","2016A000011124","Accommodation and food services [72]","Standard error of month-to-month change","Hours","152","thousands","3","v101894523","1.17.3","454.0","","","","1"
"2002-06","Canada","2016A000011124","Accommodation and food services [72]","Standard error of year-over-year change","Hours","152","thousands","3","v101894524","1.17.4","825.1","","","","1"
"2002-06","Canada","2016A000011124","Other services (except public administration) [81]","Estimate","Hours","152","thousands","3","v4391539","1.18.1","23273.6","","","","1"
"2002-06","Canada","2016A000011124","Other services (except public administration) [81]","Standard error of estimate","Hours","152","thousands","3","v101894525","1.18.2","543.9","","","","1"
"2002-06","Canada","2016A000011124","Other services (except public administration) [81]","Standard error of month-to-month change","Hours","152","thousands","3","v101894526","1.18.3","398.0","","","","1"
"2002-06","Canada","2016A000011124","Other services (except public administration) [81]","Standard error of year-over-year change","Hours","152","thousands","3","v101894527","1.18.4","715.8","","","","1"
"2002-06","Canada","2016A000011124","Public administration [91]","Estimate","Hours","152","thousands","3","v4391541","1.19.1","26935.6","","","","1"
"2002-06","Canada","2016A000011124","Public administration [91]","Standard error of estimate","Hours","152","thousands","3","v101894528","1.19.2","524.8","","","","1"
"2002-06","Canada","2016A000011124","Public administration [91]","Standard error of month-to-month change","Hours","152","thousands","3","v101894529","1.19.3","385.9","","","","1"
"2002-06","Canada","2016A000011124","Public administration [91]","Standard error of year-over-year change","Hours","152","thousands","3","v101894530","1.19.4","631.9","","","","1"
"2002-07","Canada","2016A000011124","Total actual hours worked, all industries","Estimate","Hours","152","thousands","3","v4391505","1.1.1","523733.9","","","","1"
"2002-07","Canada","2016A000011124","Total actual hours worked, all industries","Standard error of estimate","Hours","152","thousands","3","v101894474","1.1.2","1852.8","","","","1"
"2002-07","Canada","2016A000011124","Total actual hours worked, all industries","Standard error of month-to-month change","Hours","152","thousands","3","v101894475","1.1.3","1671.6","","","","1"
"2002-07","Canada","2016A000011124","Total actual hours worked, all industries","Standard error of year-over-year change","Hours","152","thousands","3","v101894476","1.1.4","2461.8","","","","1"
"2002-07","Canada","2016A000011124","Goods-producing sector","Estimate","Hours","152","thousands","3","v4391507","1.2.1","150874.3","","","","1"
"2002-07","Canada","2016A000011124","Goods-producing sector","Standard error of estimate","Hours","152","thousands","3","v101894477","1.2.2","1323.2","","","","1"
"2002-07","Canada","2016A000011124","Goods-producing sector","Standard error of month-to-month change","Hours","152","thousands","3","v101894478","1.2.3","944.8","","","","1"
"2002-07","Canada","2016A000011124","Goods-producing sector","Standard error of year-over-year change","Hours","152","thousands","3","v101894479","1.2.4","1584.4","","","","1"
"2002-07","Canada","2016A000011124","Agriculture [111-112, 1100, 1151-1152]","Estimate","Hours","152","thousands","3","v4391509","1.3.1","13896.1","","","","1"
"2002-07","Canada","2016A000011124","Agriculture [111-112, 1100, 1151-1152]","Standard error of estimate","Hours","152","thousands","3","v101894480","1.3.2","514.4","","","","1"
"2002-07","Canada","2016A000011124","Agriculture [111-112, 1100, 1151-1152]","Standard error of month-to-month change","Hours","152","thousands","3","v101894481","1.3.3","293.8","","","","1"
"2002-07","Canada","2016A000011124","Agriculture [111-112, 1100, 1151-1152]","Standard error of year-over-year change","Hours","152","thousands","3","v101894482","1.3.4","548.4","","","","1"
"2002-07","Canada","2016A000011124","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Estimate","Hours","152","thousands","3","v4391511","1.4.1","10665.7","","","","1"
"2002-07","Canada","2016A000011124","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Standard error of estimate","Hours","152","thousands","3","v101894483","1.4.2","418.8","","","","1"
"2002-07","Canada","2016A000011124","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Standard error of month-to-month change","Hours","152","thousands","3","v101894484","1.4.3","299.2","","","","1"
"2002-07","Canada","2016A000011124","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Standard error of year-over-year change","Hours","152","thousands","3","v101894485","1.4.4","460.3","","","","1"
"2002-07","Canada","2016A000011124","Utilities [22]","Estimate","Hours","152","thousands","3","v4391513","1.5.1","4742.7","","","","1"
"2002-07","Canada","2016A000011124","Utilities [22]","Standard error of estimate","Hours","152","thousands","3","v101894486","1.5.2","225.0","","","","1"
"2002-07","Canada","2016A000011124","Utilities [22]","Standard error of month-to-month change","Hours","152","thousands","3","v101894487","1.5.3","158.6","","","","1"
"2002-07","Canada","2016A000011124","Utilities [22]","Standard error of year-over-year change","Hours","152","thousands","3","v101894488","1.5.4","252.6","","","","1"
"2002-07","Canada","2016A000011124","Construction [23]","Estimate","Hours","152","thousands","3","v4391515","1.6.1","32874.6","","","","1"
"2002-07","Canada","2016A000011124","Construction [23]","Standard error of estimate","Hours","152","thousands","3","v101894489","1.6.2","657.5","","","","1"
"2002-07","Canada","2016A000011124","Construction [23]","Standard error of month-to-month change","Hours","152","thousands","3","v101894490","1.6.3","480.5","","","","1"
"2002-07","Canada","2016A000011124","Construction [23]","Standard error of year-over-year change","Hours","152","thousands","3","v101894491","1.6.4","835.9","","","","1"
"2002-07","Canada","2016A000011124","Manufacturing [31-33]","Estimate","Hours","152","thousands","3","v4391517","1.7.1","88695.3","","","","1"
"2002-07","Canada","2016A000011124","Manufacturing [31-33]","Standard error of estimate","Hours","152","thousands","3","v101894492","1.7.2","1055.7","","","","1"
"2002-07","Canada","2016A000011124","Manufacturing [31-33]","Standard error of month-to-month change","Hours","152","thousands","3","v101894493","1.7.3","699.1","","","","1"
"2002-07","Canada","2016A000011124","Manufacturing [31-33]","Standard error of year-over-year change","Hours","152","thousands","3","v101894494","1.7.4","1206.7","","","","1"
"2002-07","Canada","2016A000011124","Services-producing sector","Estimate","Hours","152","thousands","3","v4391519","1.8.1","372859.6","","","","1"
"2002-07","Canada","2016A000011124","Services-producing sector","Standard error of estimate","Hours","152","thousands","3","v101894495","1.8.2","1794.4","","","","1"
"2002-07","Canada","2016A000011124","Services-producing sector","Standard error of month-to-month change","Hours","152","thousands","3","v101894496","1.8.3","1459.0","","","","1"
"2002-07","Canada","2016A000011124","Services-producing sector","Standard error of year-over-year change","Hours","152","thousands","3","v101894497","1.8.4","2278.9","","","","1"
"2002-07","Canada","2016A000011124","Wholesale and retail trade [41, 44-45]","Estimate","Hours","152","thousands","3","v4391521","1.9.1","77650.7","","","","1"
"2002-07","Canada","2016A000011124","Wholesale and retail trade [41, 44-45]","Standard error of estimate","Hours","152","thousands","3","v101894498","1.9.2","992.7","","","","1"
"2002-07","Canada","2016A000011124","Wholesale and retail trade [41, 44-45]","Standard error of month-to-month change","Hours","152","thousands","3","v101894499","1.9.3","674.2","","","","1"
"2002-07","Canada","2016A000011124","Wholesale and retail trade [41, 44-45]","Standard error of year-over-year change","Hours","152","thousands","3","v101894500","1.9.4","1202.9","","","","1"
"2002-07","Canada","2016A000011124","Transportation and warehousing [48-49]","Estimate","Hours","152","thousands","3","v4391523","1.10.1","29662.2","","","","1"
"2002-07","Canada","2016A000011124","Transportation and warehousing [48-49]","Standard error of estimate","Hours","152","thousands","3","v101894501","1.10.2","617.3","","","","1"
"2002-07","Canada","2016A000011124","Transportation and warehousing [48-49]","Standard error of month-to-month change","Hours","152","thousands","3","v101894502","1.10.3","465.3","","","","1"
"2002-07","Canada","2016A000011124","Transportation and warehousing [48-49]","Standard error of year-over-year change","Hours","152","thousands","3","v101894503","1.10.4","796.8","","","","1"
"2002-07","Canada","2016A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Hours","152","thousands","3","v4391525","1.11.1","30923.4","","","","1"
"2002-07","Canada","2016A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Standard error of estimate","Hours","152","thousands","3","v101894504","1.11.2","648.6","","","","1"
"2002-07","Canada","2016A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Standard error of month-to-month change","Hours","152","thousands","3","v101894505","1.11.3","439.5","","","","1"
"2002-07","Canada","2016A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Standard error of year-over-year change","Hours","152","thousands","3","v101894506","1.11.4","766.6","","","","1"
"2002-07","Canada","2016A000011124","Professional, scientific and technical services [54]","Estimate","Hours","152","thousands","3","v4391527","1.12.1","35331.1","","","","1"
"2002-07","Canada","2016A000011124","Professional, scientific and technical services [54]","Standard error of estimate","Hours","152","thousands","3","v101894507","1.12.2","771.6","","","","1"
"2002-07","Canada","2016A000011124","Professional, scientific and technical services [54]","Standard error of month-to-month change","Hours","152","thousands","3","v101894508","1.12.3","522.4","","","","1"
"2002-07","Canada","2016A000011124","Professional, scientific and technical services [54]","Standard error of year-over-year change","Hours","152","thousands","3","v101894509","1.12.4","929.1","","","","1"
"2002-07","Canada","2016A000011124","Business, building and other support services [55-56]","Estimate","Hours","152","thousands","3","v4391529","1.13.1","18764.4","","","","1"
"2002-07","Canada","2016A000011124","Business, building and other support services [55-56]","Standard error of estimate","Hours","152","thousands","3","v101894510","1.13.2","494.4","","","","1"
"2002-07","Canada","2016A000011124","Business, building and other support services [55-56]","Standard error of month-to-month change","Hours","152","thousands","3","v101894511","1.13.3","371.3","","","","1"
"2002-07","Canada","2016A000011124","Business, building and other support services [55-56]","Standard error of year-over-year change","Hours","152","thousands","3","v101894512","1.13.4","673.5","","","","1"
"2002-07","Canada","2016A000011124","Educational services [61]","Estimate","Hours","152","thousands","3","v4391531","1.14.1","30929.4","","","","1"
"2002-07","Canada","2016A000011124","Educational services [61]","Standard error of estimate","Hours","152","thousands","3","v101894513","1.14.2","580.1","","","","1"
"2002-07","Canada","2016A000011124","Educational services [61]","Standard error of month-to-month change","Hours","152","thousands","3","v101894514","1.14.3","462.6","","","","1"
"2002-07","Canada","2016A000011124","Educational services [61]","Standard error of year-over-year change","Hours","152","thousands","3","v101894515","1.14.4","725.1","","","","1"
"2002-07","Canada","2016A000011124","Health care and social assistance [62]","Estimate","Hours","152","thousands","3","v4391533","1.15.1","49204.1","","","","1"
"2002-07","Canada","2016A000011124","Health care and social assistance [62]","Standard error of estimate","Hours","152","thousands","3","v101894516","1.15.2","732.6","","","","1"
"2002-07","Canada","2016A000011124","Health care and social assistance [62]","Standard error of month-to-month change","Hours","152","thousands","3","v101894517","1.15.3","547.3","","","","1"
"2002-07","Canada","2016A000011124","Health care and social assistance [62]","Standard error of year-over-year change","Hours","152","thousands","3","v101894518","1.15.4","892.9","","","","1"
"2002-07","Canada","2016A000011124","Information, culture and recreation [51, 71]","Estimate","Hours","152","thousands","3","v4391535","1.16.1","23003.3","","","","1"
"2002-07","Canada","2016A000011124","Information, culture and recreation [51, 71]","Standard error of estimate","Hours","152","thousands","3","v101894519","1.16.2","595.7","","","","1"
"2002-07","Canada","2016A000011124","Information, culture and recreation [51, 71]","Standard error of month-to-month change","Hours","152","thousands","3","v101894520","1.16.3","432.0","","","","1"
"2002-07","Canada","2016A000011124","Information, culture and recreation [51, 71]","Standard error of year-over-year change","Hours","152","thousands","3","v101894521","1.16.4","752.4","","","","1"
"2002-07","Canada","2016A000011124","Accommodation and food services [72]","Estimate","Hours","152","thousands","3","v4391537","1.17.1","28534.4","","","","1"
"2002-07","Canada","2016A000011124","Accommodation and food services [72]","Standard error of estimate","Hours","152","thousands","3","v101894522","1.17.2","631.7","","","","1"
